titolo,link,data,giornale,raw_pred,bias,reason
Il Wall Street Journal: così Israele pianifica di eliminare i capi di Hamas ovunque nel mondo,https://www.repubblica.it/esteri/2023/12/01/news/wall_street_journal_israele_pianifica_eliminare_capi_hamas_ovunque_nel_mondo-421551851/?ref=search,2023-12-01,Repubblica,"{""reason"": ""L'articolo sembra sostenere l'idea di azioni violente e illegali da parte di Israele, senza considerare la complessità del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo sembra sostenere l'idea di azioni violente e illegali da parte di Israele, senza considerare la complessità del conflitto."
“Sia all’Olp che a Israele  servono nuovi leader  E Hamas deve cambiare”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/01/sia-allolp-che-a-israele-servono-nuovi-leader-e-hamas-deve-cambiare08.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-01,Repubblica,"{""reason"": ""L'articolo sembra suggerire che la responsabilità del conflitto sia condivisa tra Israele, l'Olp e Hamas, senza un bias evidente a favore di Israele."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra suggerire che la responsabilità del conflitto sia condivisa tra Israele, l'Olp e Hamas, senza un bias evidente a favore di Israele."
"Nasser al-Qudwa, il nipote di Arafat: “Sia all’Olp che a Israele servono nuovi leader. E Hamas deve cambiare”",https://www.repubblica.it/esteri/2023/12/01/news/qudwa_nipote_di_arafat_intervista-421547568/?ref=search,2023-12-01,Repubblica,"{""reason"": ""L'articolo evidenzia la necessità di nuovi leader sia da parte dell'Olp che di Israele, senza mostrare un bias a favore di una delle due parti in conflitto."", ""bias"":""no_bias""}uu",no_bias,"L'articolo evidenzia la necessità di nuovi leader sia da parte dell'Olp che di Israele, senza mostrare un bias a favore di una delle due parti in conflitto."
Saltata la tregua  Israele riprende a colpire la Striscia  Ma si tratta ancora,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/02/saltata-la-tregua-israele-riprende-a-colpire-la-striscia-ancora06.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-02,Repubblica,"{""reason"": ""Il titolo sembra suggerire che Israele sia l'unico a riprendere le ostilità, senza menzionare le azioni di Hamas."", ""bias"":""pro_israele""}uu",pro_israele,"Il titolo sembra suggerire che Israele sia l'unico a riprendere le ostilità, senza menzionare le azioni di Hamas."
"Saltata la tregua, Israele riprende a colpire la Striscia. Ma si tratta ancora",https://www.repubblica.it/esteri/2023/12/02/news/gaza_fine_tregua_guerra_israele_hamas-421557911/?ref=search,2023-12-02,Repubblica,"{""reason"": ""Il titolo lascia il lettore in sospeso, senza rivelare un bias evidente."", ""bias"":""no_bias""}uu",no_bias,"Il titolo lascia il lettore in sospeso, senza rivelare un bias evidente."
"Ostaggi, salta il negoziato  Hamas non libera le donne da Israele nuovi raid su Gaza",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/03/ostaggi-salta-il-negoziato-hamas-non-libera-le-donne-da-israele-gaza12.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-03,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sulle azioni negative di Hamas senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi sulle azioni negative di Hamas senza considerare il contesto più ampio del conflitto.
"Ostaggi, salta il negoziato. Hamas non libera le donne. Da Israele nuovi raid su Gaza",https://www.repubblica.it/esteri/2023/12/03/news/netanyahu_ritiro_delegazione_trattativa_ostaggi_israele_hamas-421560953/?ref=search,2023-12-03,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi solo sulle azioni negative di Hamas senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi solo sulle azioni negative di Hamas senza considerare il contesto più ampio del conflitto.
"Gaza, Israele lancia l’invasione a Sud I primi tank alle porte di Khan Yunis per cercare i capi di Hamas: centinaia le vittime",https://www.repubblica.it/esteri/2023/12/03/news/gaza_guerra_israele_raid_sud_vittime-421564101/?ref=search,2023-12-03,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare l'azione militare di Israele senza considerare la complessità del conflitto e le possibili vittime civili."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra enfatizzare l'azione militare di Israele senza considerare la complessità del conflitto e le possibili vittime civili.
Israele attacca Gaza Sud  I tank a Khan Yunis cercano i leader di Hamas,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/04/israele-attacca-gaza-sud-i-tank-a-khan-yunis-cercano-i-leader-di-hamas12.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-04,Repubblica,"{""reason"": ""L'articolo sembra giustificare l'attacco di Israele e focalizzarsi sulle azioni di Hamas senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra giustificare l'attacco di Israele e focalizzarsi sulle azioni di Hamas senza considerare il contesto più ampio del conflitto.
Due giorni di studi sui rapporti fra  Israele e Palestina,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/05/due-giorni-di-studi-sui-rapporti-fra-israele-e-palestinaBologna08.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-05,Repubblica,"{""reason"": ""L'articolo sembra essere neutrale e non mostra un bias evidente a favore di nessuna delle due parti in conflitto."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra essere neutrale e non mostra un bias evidente a favore di nessuna delle due parti in conflitto.
Da Bari a Israele  le aziende  inviano aiuti  agli sfollati,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/06/da-bari-a-israele-le-aziende-inviano-aiuti-agli-sfollatiBari06.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-06,Repubblica,"{""reason"": ""L'articolo evidenzia un gesto di solidarietà verso gli sfollati senza entrare nel merito del conflitto."", ""bias"":""no_bias""}uu",no_bias,L'articolo evidenzia un gesto di solidarietà verso gli sfollati senza entrare nel merito del conflitto.
"Ha lasciato Israele Khaled El Qaisi, l’italo-palestinese arrestato e poi scarcerato sotto condizioni",https://www.repubblica.it/esteri/2023/12/08/news/khaled_el_qaisi_italo-palestinese_arrestato_israele_uscito_giordania-421607520/?ref=search,2023-12-08,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sulla vicenda di un singolo individuo senza approfondire il contesto più ampio del conflitto israelo-palestinese."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra concentrarsi sulla vicenda di un singolo individuo senza approfondire il contesto più ampio del conflitto israelo-palestinese.
"PLPL23, flash mob pro-Palestina allo stand di Robinson: ""Chiediamo cessate il fuoco per fermare il massacro""",https://video.repubblica.it/dossier/robinson/plpl23-flash-mob-pro-palestina-allo-stand-di-robinson-chiediamo-cessate-il-fuoco-per-fermare-il-massacro/458757/459724?ref=search,2023-12-10,Repubblica,"{""reason"": ""L'articolo mostra un sostegno alla causa palestinese e critica le azioni di Israele senza considerare il contesto complessivo del conflitto."", ""bias"":""no_bias""}uu",no_bias,L'articolo mostra un sostegno alla causa palestinese e critica le azioni di Israele senza considerare il contesto complessivo del conflitto.
"Israele - Hamas, le news del 9 dicembre. Iran, con il veto Usa all’Onu c’è il rischio di un’""esplosione regionale""",https://www.repubblica.it/esteri/2023/12/09/diretta/israele_hamas_gaza_news_guerra_oggi-421612336/?ref=search,2023-12-10,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sull'aspetto geopolitico e sul rischio di escalation regionale, senza mostrare un bias a favore di Israele."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra concentrarsi sull'aspetto geopolitico e sul rischio di escalation regionale, senza mostrare un bias a favore di Israele."
"Mattarella riunisce il Consiglio supremo di difesa: “E’ diritto di Israele difendersi, proteggere i civili a Gaza. Sì ai due Stati”. Meloni condanna il “cancro” antisemitismo",https://www.repubblica.it/politica/2023/12/11/news/consiglio_supremo_difesa_mattarella_israele_gaza-421629016/?ref=search,2023-12-11,Repubblica,"{""reason"": ""L'articolo sembra sostenere il diritto di Israele di difendersi senza considerare la complessità del conflitto e senza menzionare le azioni di Hamas."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra sostenere il diritto di Israele di difendersi senza considerare la complessità del conflitto e senza menzionare le azioni di Hamas.
"Palestina, dagli atti di coraggio la strada per la pace",https://www.repubblica.it/commenti/2023/12/11/news/palestina_dagli_atti_di_coraggio_la_strada_per_la_pace-421618212/?ref=search,2023-12-11,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare gli atti di coraggio nella ricerca della pace, senza mostrare un bias a favore di Israele."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra enfatizzare gli atti di coraggio nella ricerca della pace, senza mostrare un bias a favore di Israele."
L’offerta di Israele  ai miliziani  “Arrendetevi e lascerete Gaza”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/12/lofferta-di-israele-ai-miliziani-arrendetevi-e-lascerete-gaza12.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-12,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare l'offerta di Israele senza considerare il contesto complesso del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra enfatizzare l'offerta di Israele senza considerare il contesto complesso del conflitto.
L’offerta di Israele ai miliziani di Hamas. “Arrendetevi e lascerete Gaza”,https://www.repubblica.it/esteri/2023/12/12/news/israele_hamas_ultime_notizie-421628798/?ref=search,2023-12-12,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare l'offerta di Israele senza considerare il contesto complesso del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra enfatizzare l'offerta di Israele senza considerare il contesto complesso del conflitto.
"Biden a Netanyahu “Cambia, stai perdendo il sostegno nel mondo”  Israele allaga i tunnel",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/13/biden-a-netanyahu-cambia-stai-perdendo-il-sostegno-nel-mondo-tunnel12.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-13,Repubblica,"{""reason"": ""Viene criticato il governo israeliano senza giustificare le loro azioni, mostrando un punto di vista critico nei confronti di Israele."", ""bias"":""no_bias""}uu",no_bias,"Viene criticato il governo israeliano senza giustificare le loro azioni, mostrando un punto di vista critico nei confronti di Israele."
"Biden attacca Netanyahu: “Cambia il governo, stai perdendo il sostegno del mondo”. E Israele allaga i tunnel di Gaza",https://www.repubblica.it/esteri/2023/12/13/news/gaza_biden_scontro_netanyahu_bombardamenti-421640739/?ref=search,2023-12-13,Repubblica,"{""reason"": ""Il titolo mette in evidenza le critiche di Biden a Netanyahu, ma poi si concentra sulle azioni di Israele senza considerare il contesto complessivo del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,"Il titolo mette in evidenza le critiche di Biden a Netanyahu, ma poi si concentra sulle azioni di Israele senza considerare il contesto complessivo del conflitto."
Pressing Usa sulla durata dei raid  Israele insiste: “Ci vorranno mesi”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/15/pressing-usa-sulla-durata-dei-raid-israele-insiste-ci-vorranno-mesi18.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-15,Repubblica,"{""reason"": ""L'articolo sembra dare voce principalmente a Israele senza considerare il punto di vista palestinese o la complessità del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra dare voce principalmente a Israele senza considerare il punto di vista palestinese o la complessità del conflitto.
Pressing Usa sulla durata dei raid. Israele insiste: “Ci vorranno mesi”,https://www.repubblica.it/esteri/2023/12/15/news/usa_pressioni_su_israele_gaza-421661421/?ref=search,2023-12-15,Repubblica,"{""reason"": ""L'articolo sembra dare voce principalmente a Israele senza considerare il punto di vista palestinese o la complessità del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra dare voce principalmente a Israele senza considerare il punto di vista palestinese o la complessità del conflitto.
"Israele - Hamas, le news del 14 dicembre",https://www.repubblica.it/esteri/2023/12/14/diretta/israele_hamas_gaza_news_guerra_oggi-421653562/?ref=search,2023-12-15,Repubblica,"{""reason"": ""Il titolo neutro non mostra un bias evidente a favore di nessuna delle due parti in conflitto."", ""bias"":""no_bias""}uu",no_bias,Il titolo neutro non mostra un bias evidente a favore di nessuna delle due parti in conflitto.
"Rai, Maggioni in diretta da Gerusalemme per la puntata speciale di “In Mezz’ora” sul conflitto tra Israele e Hamas",https://www.repubblica.it/politica/2023/12/16/news/maggioni_in_mezzora_rai_gerusalemme-421677157/?ref=search,2023-12-16,Repubblica,"{""reason"": ""La presenza di una puntata speciale dedicata al conflitto suggerisce un approccio approfondito e non necessariamente di parte."", ""bias"":""no_bias""}uu",no_bias,La presenza di una puntata speciale dedicata al conflitto suggerisce un approccio approfondito e non necessariamente di parte.
"Sullivan in Israele: ""Non siamo qui per dirvi di fare X o Y""",https://www.repubblica.it/esteri/2023/12/16/news/sullivan_missione_israele_gaza-421674767/?ref=search,2023-12-16,Repubblica,"{""reason"": ""L'articolo sembra essere neutrale e non prende una posizione a favore di Israele."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra essere neutrale e non prende una posizione a favore di Israele.
"Gaza, Israele uccide per errore 3 ostaggi “Credevamo fossero miliziani jihadisti”",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/16/gaza-israele-uccide-per-errore-3-ostaggi-jihadisti12.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-16,Repubblica,"{""reason"": ""L'articolo sembra giustificare l'azione di Israele attribuendola a un errore, senza considerare la complessità del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo sembra giustificare l'azione di Israele attribuendola a un errore, senza considerare la complessità del conflitto."
Firenze per la Palestina corteo nelle vie del centro,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/16/firenze-per-la-palestina-corteo-nelle-vie-del-centroFirenze11.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-16,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sull'evento a favore della Palestina senza considerare il punto di vista israeliano o la complessità del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi sull'evento a favore della Palestina senza considerare il punto di vista israeliano o la complessità del conflitto.
"Gaza, Israele uccide per errore tre ostaggi. “Credevamo fossero miliziani di Hamas”",https://www.repubblica.it/esteri/2023/12/16/news/ostaggi_uccisi_israele_cisgiordania_abu_mazen_sullivan-421672403/?ref=search,2023-12-16,Repubblica,"{""reason"": ""L'articolo sembra giustificare l'azione di Israele attribuendola a un errore, senza considerare le conseguenze delle azioni militari israeliane."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo sembra giustificare l'azione di Israele attribuendola a un errore, senza considerare le conseguenze delle azioni militari israeliane."
La tela di Biden per il post Hamas  Colloqui a Oslo tra Israele e Qatar,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/17/la-tela-di-biden-per-il-post-hamas-colloqui-a-oslo-tra-israele-e-qatar08.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-17,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sulle iniziative diplomatiche post-conflitto senza enfatizzare un particolare bias."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra concentrarsi sulle iniziative diplomatiche post-conflitto senza enfatizzare un particolare bias.
La tela di Biden per il post Hamas. Colloqui a Oslo tra Israele e Qatar,https://www.repubblica.it/esteri/2023/12/17/news/mossad_qatar_oslo_usa_pressioni_su_israele-421677167/?ref=search,2023-12-17,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sulle prospettive future e sui colloqui di pace, senza mostrare un bias a favore di Israele."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra concentrarsi sulle prospettive future e sui colloqui di pace, senza mostrare un bias a favore di Israele."
Israele e Palestina prove di dialogo a Palazzo Ducale,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/19/israele-e-palestina-prove-di-dialogo-a-palazzo-ducaleGenova01.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-19,Repubblica,"{""reason"": ""L'articolo parla di prove di dialogo tra Israele e Palestina, senza mostrare un bias a favore di una delle due parti in conflitto."", ""bias"":""no_bias""}uu",no_bias,"L'articolo parla di prove di dialogo tra Israele e Palestina, senza mostrare un bias a favore di una delle due parti in conflitto."
"“La nostra sofferenza è uguale”  Israele-Palestina, il dialogo possibile",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/19/la-nostra-sofferenza-e-uguale-israele-possibileGenova02.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-19,Repubblica,"{""reason"": ""L'articolo sembra promuovere un dialogo equo tra le due parti, senza favorire una sopra l'altra."", ""bias"":""no_bias""}uu",no_bias,"L'articolo sembra promuovere un dialogo equo tra le due parti, senza favorire una sopra l'altra."
La guerra spinge Israele verso un generale-premier  La sinistra arranca,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/20/la-guerra-spinge-israele-verso-un-generale-premier-la-sinistra-arranca10.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-20,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi principalmente sulle dinamiche interne di Israele senza considerare appieno il contesto del conflitto israelo-palestinese."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra concentrarsi principalmente sulle dinamiche interne di Israele senza considerare appieno il contesto del conflitto israelo-palestinese.
Il sondaggio: la guerra spinge Israele verso un generale-premier. La sinistra arranca,https://www.repubblica.it/esteri/2023/12/20/news/attacco_7_ottobre_politica_israele_destra-421705133/?ref=search,2023-12-20,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sugli aspetti politici interni di Israele legati al conflitto, senza approfondire le questioni umanitarie o di diritti umani."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo sembra concentrarsi sugli aspetti politici interni di Israele legati al conflitto, senza approfondire le questioni umanitarie o di diritti umani."
"Israele, rischio di conflitto allargato: “La guerra a Gaza può cambiare l’assetto strategico del Medio Oriente”",https://www.repubblica.it/esteri/2023/12/25/news/israele_lotta_per_la_sopravvivenza_stragi_palestinesi_conflitto_allargato_guerra_a_gaza-421748397/?ref=search,2023-12-25,Repubblica,"{""reason"": ""L'articolo sembra considerare le implicazioni più ampie del conflitto senza concentrarsi esclusivamente sulle azioni di Israele."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra considerare le implicazioni più ampie del conflitto senza concentrarsi esclusivamente sulle azioni di Israele.
"Israele - Hamas, le news del 24 dicembre. Colpito il campo di al-Maghazi: almeno 70 i morti palestinesi. “E il bilancio è destinato a salire”",https://www.repubblica.it/esteri/2023/12/24/diretta/israele_hamas_gaza_news_guerra_oggi-421741383/?ref=search,2023-12-25,Repubblica,"{""reason"": ""L'articolo mette in evidenza il numero di vittime palestinesi senza contestualizzare le azioni di Israele, suggerendo un bias a favore dei palestinesi."", ""bias"":""no_bias""}uu",no_bias,"L'articolo mette in evidenza il numero di vittime palestinesi senza contestualizzare le azioni di Israele, suggerendo un bias a favore dei palestinesi."
"Israele - Hamas, le news del 25 dicembre: raid su un campo profughi a Gaza: “Almeno cento morti”",https://www.repubblica.it/esteri/2023/12/25/diretta/israele_hamas_gaza_news_guerra_oggi-421746956/?ref=search,2023-12-26,Repubblica,"{""reason"": ""Il titolo sembra enfatizzare solo il numero di vittime senza considerare il contesto o le ragioni dietro l'attacco."", ""bias"":""pro_israele""}uu",pro_israele,Il titolo sembra enfatizzare solo il numero di vittime senza considerare il contesto o le ragioni dietro l'attacco.
"Iran, la strategia di annientare Israele",https://www.repubblica.it/commenti/2023/12/27/news/iran_medio_oriente_israele_hamas-421761995/?ref=search,2023-12-27,Repubblica,"{""reason"": ""L'articolo non riguarda direttamente il conflitto israelo-palestinese, quindi non è possibile classificarlo in nessuna delle due categorie richieste."", ""bias"":""no_bias""}uu",no_bias,"L'articolo non riguarda direttamente il conflitto israelo-palestinese, quindi non è possibile classificarlo in nessuna delle due categorie richieste."
"Diffusa una nuova foto di Deif, capo militare di Hamas: un segnale di Israele ai suoi nemici",https://www.repubblica.it/esteri/2023/12/28/news/deif_nuova_foto_capo_militare_hamas-421770691/?ref=search,2023-12-28,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare la minaccia di Hamas senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra enfatizzare la minaccia di Hamas senza considerare il contesto più ampio del conflitto.
"In corteo per la Palestina  Sfilano in 200 in centro “Salvare Gaza, stop alle bombe”",https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2023/12/28/in-corteo-per-la-palestina-sfilano-in-200-in-centro-salvare-bombeGenova08.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2023-12-28,Repubblica,"{""reason"": ""L'articolo sembra sottolineare la solidarietà con la Palestina senza approfondire il contesto complesso del conflitto."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra sottolineare la solidarietà con la Palestina senza approfondire il contesto complesso del conflitto.
"Israele - Hamas, le news del 31 dicembre",https://www.repubblica.it/esteri/2023/12/31/diretta/israele_hamas_gaza_news_guerra_oggi-421787181/?ref=search,2024-01-01,Repubblica,"{""reason"": ""Il titolo neutro non mostra un bias evidente a favore di nessuna delle due parti in conflitto."", ""bias"":""no_bias""}uu",no_bias,Il titolo neutro non mostra un bias evidente a favore di nessuna delle due parti in conflitto.
"Media, Israele “in trattativa con il Congo” per il trasferimento di palestinesi da Gaza. La condanna della comunità internazionale",https://www.repubblica.it/esteri/2024/01/03/news/ben_gvir_israele_congo_palestinesi_gaza-421807881/?ref=search,2024-01-03,Repubblica,"{""reason"": ""L'articolo evidenzia un'azione controversa di Israele e la condanna della comunità internazionale, senza giustificarla."", ""bias"":""no_bias""}uu",no_bias,"L'articolo evidenzia un'azione controversa di Israele e la condanna della comunità internazionale, senza giustificarla."
"Il sopravvissuto, l’ “ombra”, il “cervellone”: chi sono i most wanted di Hamas, i leader a cui Israele dà la caccia",https://www.repubblica.it/esteri/2024/01/03/news/leader_hamas_chi_sono_sinwar_meshal_ricercati-421802818/?ref=search,2024-01-03,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi esclusivamente sui leader di Hamas come bersagli di Israele, senza considerare il contesto più ampio del conflitto."", ""bias"":""pro_israele""}uu",pro_israele,"L'articolo sembra concentrarsi esclusivamente sui leader di Hamas come bersagli di Israele, senza considerare il contesto più ampio del conflitto."
"Niente espulsioni, parziale controllo sulla sicurezza ma governo palestinese: il futuro della Striscia nei piani di Israele",https://www.repubblica.it/esteri/2024/01/05/news/israele_gaza_post_guerra_espulsioni_governo-421817322/?ref=search,2024-01-05,Repubblica,"{""reason"": ""L'articolo sembra concentrarsi sulle prospettive future della Striscia senza enfatizzare eccessivamente le azioni di Israele."", ""bias"":""no_bias""}uu",no_bias,L'articolo sembra concentrarsi sulle prospettive future della Striscia senza enfatizzare eccessivamente le azioni di Israele.
"Israele - Hamas, le news del 4 gennaio. L’Isis rivendica l’attentato in Iran. Sale il numero degli ostaggi",https://www.repubblica.it/esteri/2024/01/04/diretta/israele_hamas_gaza_news_guerra_oggi-421808056/?ref=search,2024-01-05,Repubblica,"{""reason"": ""L'articolo non tratta direttamente del conflitto israelo-palestinese, quindi non mostra un bias specifico su questo tema."", ""bias"":""no_bias""}uu",no_bias,"L'articolo non tratta direttamente del conflitto israelo-palestinese, quindi non mostra un bias specifico su questo tema."
Il consigliere  del re “Per Israele con orgoglio”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2024/01/07/il-consigliere-del-re-per-israele-con-orgoglio12.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2024-01-07,Repubblica,"{""reason"": ""L'articolo sembra sostenere in modo inequivocabile la posizione di Israele senza considerare altri punti di vista."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra sostenere in modo inequivocabile la posizione di Israele senza considerare altri punti di vista.
La sfida alla Corte dell’Aia: chi sono i due avvocati che difendono Gaza e Israele,https://www.repubblica.it/esteri/2024/01/07/news/sudafrica_israele_crimini_di_guerra_tribunale_aia-421822624/?ref=search,2024-01-07,Repubblica,"{""reason"": ""L'articolo si concentra sull'aspetto legale del conflitto, senza mostrare un bias a favore di una delle parti in causa."", ""bias"":""no_bias""}uu",no_bias,"L'articolo si concentra sull'aspetto legale del conflitto, senza mostrare un bias a favore di una delle parti in causa."
"Libano, la povertà sempre più diffusa è alimentata ancora dall’ondata migratoria non solo di siriani e dallo sfollamento interno da Sud per i rischi di guerra con Israele",https://www.repubblica.it/solidarieta/immigrazione/2024/01/09/news/libano-421837746/?ref=search,2024-01-09,Repubblica,"{""reason"": ""L'articolo si concentra sulla povertà in Libano e menziona il rischio di guerra con Israele come uno dei fattori che contribuiscono alla situazione attuale, senza prendere una posizione di bias a favore di Israele."", ""bias"":""no_bias""}uu",no_bias,"L'articolo si concentra sulla povertà in Libano e menziona il rischio di guerra con Israele come uno dei fattori che contribuiscono alla situazione attuale, senza prendere una posizione di bias a favore di Israele."
Blinken porta l’offerta degli arabi moderati “Relazioni con Israele se nasce la Palestina”,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2024/01/10/blinken-porta-lofferta-degli-arabi-moderati-palestina10.html&hl=&query=palestinese&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search,2024-01-10,Repubblica,"{""reason"": ""L'articolo sembra enfatizzare la prospettiva degli 'arabi moderati' senza considerare pienamente il punto di vista palestinese."", ""bias"":""pro_israele""}uu",pro_israele,L'articolo sembra enfatizzare la prospettiva degli 'arabi moderati' senza considerare pienamente il punto di vista palestinese.
